Transaction_ID,Time,Amount,City,Device,Merchant,UPI_App,Hour,Is_Fraud,Day,Date
51963,2026-01-15 13:41:00,137.58,Bangalore,Old,Grocery,GPay,13,0,Thursday,2026-01-15
49591,2026-01-14 17:55:00,745.13,Coimbatore,Old,BillPay,PhonePe,17,0,Wednesday,2026-01-14
91036,2026-01-29 03:17:30,60.49,Mumbai,Old,Petrol,PhonePe,3,1,Thursday,2026-01-29
20981,2026-01-04 19:30:00,471.86,Bangalore,Old,Petrol,Paytm,19,0,Sunday,2026-01-04
66300,2026-01-20 13:09:30,1198.06,Bangalore,Old,BillPay,Paytm,13,0,Tuesday,2026-01-20
71549,2026-01-22 08:54:00,325.71,Hyderabad,Old,BillPay,Paytm,8,0,Thursday,2026-01-22
98401,2026-01-31 16:40:00,140.3,Bangalore,Old,Petrol,GPay,16,0,Saturday,2026-01-31
54324,2026-01-16 09:21:30,19.52,Hyderabad,Old,BillPay,Paytm,9,0,Friday,2026-01-16
65208,2026-01-20 04:03:30,218.41,Mumbai,New,Swiggy,PhonePe,4,1,Tuesday,2026-01-20
63528,2026-01-19 14:03:30,397.67,Chennai,Old,Petrol,GPay,14,0,Monday,2026-01-19
36971,2026-01-10 08:45:00,574.72,Delhi,Old,Grocery,GPay,8,0,Saturday,2026-01-10
83218,2026-01-26 10:08:30,243.94,Hyderabad,New,Zomato,GPay,10,1,Monday,2026-01-26
75891,2026-01-23 21:05:00,321.44,Coimbatore,Old,Grocery,GPay,21,0,Friday,2026-01-23
52222,2026-01-15 15:50:30,137.65,Bangalore,Old,Amazon,PhonePe,15,0,Thursday,2026-01-15
107866,2026-02-03 23:32:30,5.19,Chennai,Old,Swiggy,Paytm,23,0,Tuesday,2026-02-03
22251,2026-01-05 06:05:00,440.88,Coimbatore,New,Amazon,Paytm,6,1,Monday,2026-01-05
79437,2026-01-25 02:38:00,159.83,Hyderabad,New,BillPay,PhonePe,2,1,Sunday,2026-01-25
48433,2026-01-14 08:16:00,415.95,Coimbatore,Old,Swiggy,Paytm,8,0,Wednesday,2026-01-14
50890,2026-01-15 04:44:30,229.03,Coimbatore,Old,Grocery,Paytm,4,1,Thursday,2026-01-15
40999,2026-01-11 18:19:00,285.71,Mumbai,New,Swiggy,Paytm,18,1,Sunday,2026-01-11
66146,2026-01-20 11:52:30,182.35,Hyderabad,Old,Swiggy,PhonePe,11,0,Tuesday,2026-01-20
105414,2026-02-03 03:06:30,75.33,Hyderabad,New,BillPay,Paytm,3,1,Tuesday,2026-02-03
32156,2026-01-08 16:37:30,199.14,Coimbatore,Old,Swiggy,PhonePe,16,0,Thursday,2026-01-08
27614,2026-01-07 02:46:30,184.13,Chennai,Old,Grocery,GPay,2,1,Wednesday,2026-01-07
66444,2026-01-20 14:21:30,235.81,Coimbatore,Old,BillPay,Paytm,14,0,Tuesday,2026-01-20
108400,2026-02-04 03:59:30,343.05,Coimbatore,Old,Grocery,PhonePe,3,1,Wednesday,2026-02-04
34053,2026-01-09 08:26:00,284.27,Hyderabad,Old,BillPay,Paytm,8,0,Friday,2026-01-09
60243,2026-01-18 10:41:00,363.06,Bangalore,Old,Zomato,Paytm,10,0,Sunday,2026-01-18
68999,2026-01-21 11:39:00,92.32,Coimbatore,New,Zomato,PhonePe,11,1,Wednesday,2026-01-21
41345,2026-01-11 21:12:00,84.58,Bangalore,New,Zomato,PhonePe,21,1,Sunday,2026-01-11
71242,2026-01-22 06:20:30,289.65,Coimbatore,Old,Swiggy,Paytm,6,0,Thursday,2026-01-22
102530,2026-02-02 03:04:30,585.59,Coimbatore,New,Grocery,PhonePe,3,1,Monday,2026-02-02
90829,2026-01-29 01:34:00,220.43,Hyderabad,Old,Swiggy,Paytm,1,1,Thursday,2026-01-29
61726,2026-01-18 23:02:30,406.23,Hyderabad,Old,BillPay,PhonePe,23,0,Sunday,2026-01-18
43880,2026-01-12 18:19:30,360.09,Mumbai,New,Zomato,Paytm,18,1,Monday,2026-01-12
93007,2026-01-29 19:43:00,402.49,Chennai,New,Amazon,PhonePe,19,1,Thursday,2026-01-29
83909,2026-01-26 15:54:00,86.57,Bangalore,New,BillPay,GPay,15,1,Monday,2026-01-26
77247,2026-01-24 08:23:00,84.13,Hyderabad,Old,Swiggy,Paytm,8,0,Saturday,2026-01-24
98808,2026-01-31 20:03:30,263.87,Chennai,New,Petrol,Paytm,20,1,Saturday,2026-01-31
23122,2026-01-05 13:20:30,17.75,Bangalore,Old,BillPay,Paytm,13,0,Monday,2026-01-05
18258,2026-01-03 20:48:30,1585.95,Bangalore,New,Petrol,Paytm,20,0,Saturday,2026-01-03
103381,2026-02-02 10:10:00,327.4,Coimbatore,Old,Petrol,Paytm,10,0,Monday,2026-02-02
23915,2026-01-05 19:57:00,256.63,Bangalore,New,Grocery,Paytm,19,1,Monday,2026-01-05
40903,2026-01-11 17:31:00,351.1,Mumbai,Old,Zomato,PhonePe,17,0,Sunday,2026-01-11
82859,2026-01-26 07:09:00,45.52,Mumbai,Old,Grocery,Paytm,7,0,Monday,2026-01-26
30293,2026-01-08 01:06:00,292.26,Delhi,New,Amazon,Paytm,1,1,Thursday,2026-01-08
68171,2026-01-21 04:45:00,395.42,Coimbatore,Old,Swiggy,Paytm,4,1,Wednesday,2026-01-21
30950,2026-01-08 06:34:30,136.39,Bangalore,Old,Swiggy,PhonePe,6,0,Thursday,2026-01-08
46695,2026-01-13 17:47:00,126.17,Hyderabad,Old,Amazon,Paytm,17,0,Tuesday,2026-01-13
18526,2026-01-03 23:02:30,9.1,Bangalore,Old,Grocery,GPay,23,0,Saturday,2026-01-03
88272,2026-01-28 04:15:30,264.63,Mumbai,New,Petrol,GPay,4,1,Wednesday,2026-01-28
87403,2026-01-27 21:01:00,1029.11,Mumbai,Old,Zomato,PhonePe,21,0,Tuesday,2026-01-27
87652,2026-01-27 23:05:30,190.01,Hyderabad,Old,Zomato,GPay,23,0,Tuesday,2026-01-27
109837,2026-02-04 15:58:00,791.26,Mumbai,Old,Grocery,Paytm,15,0,Wednesday,2026-02-04
102272,2026-02-02 00:55:30,316.15,Hyderabad,Old,Swiggy,PhonePe,0,1,Monday,2026-02-02
39776,2026-01-11 08:07:30,1268.36,Delhi,Old,Amazon,Paytm,8,0,Sunday,2026-01-11
44808,2026-01-13 02:03:30,280.41,Bangalore,Old,Swiggy,GPay,2,1,Tuesday,2026-01-13
26886,2026-01-06 20:42:30,222.96,Mumbai,Old,BillPay,Paytm,20,0,Tuesday,2026-01-06
59984,2026-01-18 08:31:30,800.64,Mumbai,Old,Amazon,GPay,8,0,Sunday,2026-01-18
72615,2026-01-22 17:47:00,274.87,Hyderabad,Old,Amazon,GPay,17,0,Thursday,2026-01-22
24229,2026-01-05 22:34:00,0.69,Delhi,Old,Zomato,GPay,22,0,Monday,2026-01-05
62177,2026-01-19 02:48:00,180.19,Hyderabad,Old,BillPay,GPay,2,1,Monday,2026-01-19
18029,2026-01-03 18:54:00,297.3,Mumbai,New,Grocery,Paytm,18,1,Saturday,2026-01-03
38922,2026-01-11 01:00:30,372.52,Chennai,Old,Petrol,GPay,1,1,Sunday,2026-01-11
79420,2026-01-25 02:29:30,748.65,Chennai,New,Zomato,Paytm,2,1,Sunday,2026-01-25
80812,2026-01-25 14:05:30,615.84,Coimbatore,Old,Grocery,PhonePe,14,0,Sunday,2026-01-25
44364,2026-01-12 22:21:30,649.46,Bangalore,New,Zomato,Paytm,22,0,Monday,2026-01-12
53204,2026-01-16 00:01:30,2454.95,Chennai,Old,Amazon,GPay,0,1,Friday,2026-01-16
46795,2026-01-13 18:37:00,317.72,Hyderabad,Old,Grocery,Paytm,18,0,Tuesday,2026-01-13
107027,2026-02-03 16:33:00,296.68,Mumbai,Old,BillPay,Paytm,16,0,Tuesday,2026-02-03
73343,2026-01-22 23:51:00,462.82,Hyderabad,Old,Grocery,Paytm,23,0,Thursday,2026-01-22
46956,2026-01-13 19:57:30,601.22,Coimbatore,Old,Swiggy,Paytm,19,0,Tuesday,2026-01-13
79229,2026-01-25 00:54:00,886.91,Chennai,Old,BillPay,PhonePe,0,1,Sunday,2026-01-25
19424,2026-01-04 06:31:30,205.43,Hyderabad,Old,Swiggy,Paytm,6,0,Sunday,2026-01-04
96001,2026-01-30 20:40:00,619.29,Mumbai,New,Amazon,PhonePe,20,0,Friday,2026-01-30
26959,2026-01-06 21:19:00,881.46,Chennai,New,Amazon,Paytm,21,0,Tuesday,2026-01-06
31615,2026-01-08 12:07:00,630.04,Coimbatore,Old,Swiggy,PhonePe,12,0,Thursday,2026-01-08
71462,2026-01-22 08:10:30,62.86,Hyderabad,Old,Grocery,PhonePe,8,0,Thursday,2026-01-22
71774,2026-01-22 10:46:30,381.38,Delhi,Old,Amazon,Paytm,10,0,Thursday,2026-01-22
96802,2026-01-31 03:20:30,606.17,Coimbatore,Old,Grocery,PhonePe,3,1,Saturday,2026-01-31
77503,2026-01-24 10:31:00,36.17,Coimbatore,Old,Grocery,PhonePe,10,0,Saturday,2026-01-24
89371,2026-01-28 13:25:00,373.86,Delhi,New,Swiggy,PhonePe,13,1,Wednesday,2026-01-28
44497,2026-01-12 23:28:00,222.17,Bangalore,Old,BillPay,GPay,23,0,Monday,2026-01-12
53009,2026-01-15 22:24:00,508.83,Delhi,Old,BillPay,Paytm,22,0,Thursday,2026-01-15
101598,2026-02-01 19:18:30,641.72,Bangalore,Old,Amazon,Paytm,19,0,Sunday,2026-02-01
85439,2026-01-27 04:39:00,181.23,Bangalore,New,Petrol,Paytm,4,1,Tuesday,2026-01-27
39720,2026-01-11 07:39:30,292.19,Hyderabad,Old,Petrol,PhonePe,7,0,Sunday,2026-01-11
48607,2026-01-14 09:43:00,549.65,Hyderabad,Old,Swiggy,GPay,9,0,Wednesday,2026-01-14
87127,2026-01-27 18:43:00,276.71,Chennai,New,Grocery,GPay,18,1,Tuesday,2026-01-27
107088,2026-02-03 17:03:30,81.84,Bangalore,Old,Amazon,Paytm,17,0,Tuesday,2026-02-03
34627,2026-01-09 13:13:00,263.36,Hyderabad,New,Petrol,PhonePe,13,1,Friday,2026-01-09
71815,2026-01-22 11:07:00,707.51,Hyderabad,New,Petrol,PhonePe,11,0,Thursday,2026-01-22
79756,2026-01-25 05:17:30,318.83,Chennai,Old,Amazon,Paytm,5,0,Sunday,2026-01-25
21931,2026-01-05 03:25:00,468.27,Delhi,Old,BillPay,GPay,3,1,Monday,2026-01-05
26161,2026-01-06 14:40:00,312.39,Delhi,Old,Grocery,Paytm,14,0,Tuesday,2026-01-06
57440,2026-01-17 11:19:30,1273.54,Bangalore,Old,Zomato,GPay,11,0,Saturday,2026-01-17
44606,2026-01-13 00:22:30,139.13,Chennai,New,BillPay,GPay,0,1,Tuesday,2026-01-13
24107,2026-01-05 21:33:00,330.92,Bangalore,New,Zomato,GPay,21,1,Monday,2026-01-05
100651,2026-02-01 11:25:00,541.52,Mumbai,New,Petrol,PhonePe,11,0,Sunday,2026-02-01
108435,2026-02-04 04:17:00,217.14,Hyderabad,Old,Amazon,PhonePe,4,1,Wednesday,2026-02-04
27503,2026-01-07 01:51:00,1014.0,Bangalore,Old,BillPay,Paytm,1,1,Wednesday,2026-01-07
73486,2026-01-23 01:02:30,352.58,Delhi,Old,BillPay,PhonePe,1,1,Friday,2026-01-23
43076,2026-01-12 11:37:30,239.05,Delhi,Old,Petrol,Paytm,11,0,Monday,2026-01-12
89809,2026-01-28 17:04:00,506.42,Mumbai,Old,BillPay,PhonePe,17,0,Wednesday,2026-01-28
100791,2026-02-01 12:35:00,248.85,Chennai,Old,Amazon,PhonePe,12,0,Sunday,2026-02-01
103365,2026-02-02 10:02:00,190.59,Chennai,Old,Zomato,Paytm,10,0,Monday,2026-02-02
28293,2026-01-07 08:26:00,186.02,Delhi,Old,Swiggy,GPay,8,0,Wednesday,2026-01-07
53850,2026-01-16 05:24:30,109.44,Bangalore,Old,Grocery,Paytm,5,0,Friday,2026-01-16
45068,2026-01-13 04:13:30,113.5,Delhi,New,Amazon,Paytm,4,1,Tuesday,2026-01-13
71393,2026-01-22 07:36:00,75.7,Delhi,New,Petrol,PhonePe,7,1,Thursday,2026-01-22
37382,2026-01-10 12:10:30,427.43,Coimbatore,New,BillPay,Paytm,12,1,Saturday,2026-01-10
95414,2026-01-30 15:46:30,751.63,Coimbatore,New,BillPay,PhonePe,15,0,Friday,2026-01-30
23798,2026-01-05 18:58:30,348.32,Bangalore,New,Swiggy,Paytm,18,1,Monday,2026-01-05
11729,2026-01-01 14:24:00,672.74,Mumbai,Old,Grocery,Paytm,14,0,Thursday,2026-01-01
76101,2026-01-23 22:50:00,136.63,Hyderabad,Old,Grocery,Paytm,22,0,Friday,2026-01-23
17678,2026-01-03 15:58:30,1337.44,Coimbatore,Old,Grocery,Paytm,15,0,Saturday,2026-01-03
83315,2026-01-26 10:57:00,91.0,Delhi,New,Grocery,PhonePe,10,1,Monday,2026-01-26
79696,2026-01-25 04:47:30,72.78,Mumbai,Old,Amazon,GPay,4,1,Sunday,2026-01-25
15439,2026-01-02 21:19:00,12.33,Mumbai,Old,BillPay,GPay,21,0,Friday,2026-01-02
83381,2026-01-26 11:30:00,285.85,Coimbatore,Old,Petrol,Paytm,11,0,Monday,2026-01-26
44591,2026-01-13 00:15:00,56.01,Hyderabad,Old,BillPay,PhonePe,0,1,Tuesday,2026-01-13
18453,2026-01-03 22:26:00,474.74,Hyderabad,Old,Petrol,Paytm,22,0,Saturday,2026-01-03
16235,2026-01-03 03:57:00,190.38,Delhi,Old,Petrol,GPay,3,1,Saturday,2026-01-03
66580,2026-01-20 15:29:30,285.89,Mumbai,Old,Petrol,Paytm,15,0,Tuesday,2026-01-20
54069,2026-01-16 07:14:00,1031.42,Delhi,Old,Swiggy,PhonePe,7,0,Friday,2026-01-16
83662,2026-01-26 13:50:30,231.43,Coimbatore,New,Swiggy,GPay,13,1,Monday,2026-01-26
28242,2026-01-07 08:00:30,177.52,Hyderabad,Old,Amazon,GPay,8,0,Wednesday,2026-01-07
82560,2026-01-26 04:39:30,2554.62,Coimbatore,Old,Zomato,GPay,4,1,Monday,2026-01-26
21373,2026-01-04 22:46:00,640.23,Coimbatore,New,Petrol,PhonePe,22,0,Sunday,2026-01-04
63068,2026-01-19 10:13:30,279.95,Bangalore,Old,Zomato,GPay,10,0,Monday,2026-01-19
64397,2026-01-19 21:18:00,376.62,Chennai,Old,Swiggy,Paytm,21,0,Monday,2026-01-19
70744,2026-01-22 02:11:30,156.11,Coimbatore,Old,Grocery,Paytm,2,1,Thursday,2026-01-22
14233,2026-01-02 11:16:00,177.65,Mumbai,Old,Petrol,GPay,11,0,Friday,2026-01-02
76150,2026-01-23 23:14:30,96.75,Chennai,Old,Amazon,Paytm,23,0,Friday,2026-01-23
10227,2026-01-01 01:53:00,1444.92,Hyderabad,Old,Amazon,Paytm,1,1,Thursday,2026-01-01
48051,2026-01-14 05:05:00,211.44,Bangalore,Old,BillPay,Paytm,5,0,Wednesday,2026-01-14
85831,2026-01-27 07:55:00,69.56,Mumbai,Old,Grocery,PhonePe,7,0,Tuesday,2026-01-27
21713,2026-01-05 01:36:00,467.91,Coimbatore,New,Petrol,PhonePe,1,1,Monday,2026-01-05
99799,2026-02-01 04:19:00,109.95,Coimbatore,Old,BillPay,Paytm,4,1,Sunday,2026-02-01
94722,2026-01-30 10:00:30,153.56,Chennai,Old,Petrol,Paytm,10,0,Friday,2026-01-30
21651,2026-01-05 01:05:00,178.01,Chennai,New,Zomato,PhonePe,1,1,Monday,2026-01-05
73793,2026-01-23 03:36:00,430.66,Mumbai,Old,BillPay,Paytm,3,1,Friday,2026-01-23
28332,2026-01-07 08:45:30,278.0,Delhi,Old,BillPay,Paytm,8,0,Wednesday,2026-01-07
69465,2026-01-21 15:32:00,9.62,Chennai,Old,Swiggy,GPay,15,0,Wednesday,2026-01-21
41839,2026-01-12 01:19:00,532.58,Delhi,Old,Grocery,PhonePe,1,1,Monday,2026-01-12
45888,2026-01-13 11:03:30,556.61,Delhi,Old,Grocery,GPay,11,0,Tuesday,2026-01-13
80558,2026-01-25 11:58:30,303.32,Coimbatore,New,Amazon,Paytm,11,1,Sunday,2026-01-25
78842,2026-01-24 21:40:30,353.5,Delhi,Old,Petrol,GPay,21,0,Saturday,2026-01-24
54300,2026-01-16 09:09:30,213.33,Hyderabad,New,BillPay,GPay,9,1,Friday,2026-01-16
49432,2026-01-14 16:35:30,5.42,Bangalore,Old,BillPay,GPay,16,0,Wednesday,2026-01-14
81758,2026-01-25 21:58:30,261.97,Mumbai,New,Swiggy,PhonePe,21,1,Sunday,2026-01-25
61267,2026-01-18 19:13:00,99.24,Bangalore,Old,BillPay,PhonePe,19,0,Sunday,2026-01-18
59809,2026-01-18 07:04:00,53.83,Chennai,Old,BillPay,Paytm,7,0,Sunday,2026-01-18
96689,2026-01-31 02:24:00,185.15,Delhi,New,Amazon,GPay,2,1,Saturday,2026-01-31
71005,2026-01-22 04:22:00,87.65,Delhi,New,Swiggy,PhonePe,4,1,Thursday,2026-01-22
70771,2026-01-22 02:25:00,1058.4,Chennai,Old,Swiggy,PhonePe,2,1,Thursday,2026-01-22
10088,2026-01-01 00:43:30,405.96,Mumbai,Old,Amazon,GPay,0,1,Thursday,2026-01-01
87204,2026-01-27 19:21:30,885.13,Chennai,New,BillPay,PhonePe,19,0,Tuesday,2026-01-27
61988,2026-01-19 01:13:30,248.86,Delhi,New,Petrol,GPay,1,1,Monday,2026-01-19
92150,2026-01-29 12:34:30,92.69,Hyderabad,Old,Zomato,PhonePe,12,0,Thursday,2026-01-29
53734,2026-01-16 04:26:30,433.7,Chennai,Old,Grocery,GPay,4,1,Friday,2026-01-16
105182,2026-02-03 01:10:30,185.75,Mumbai,Old,Amazon,GPay,1,1,Tuesday,2026-02-03
98477,2026-01-31 17:18:00,323.9,Hyderabad,Old,Zomato,PhonePe,17,0,Saturday,2026-01-31
72006,2026-01-22 12:42:30,373.74,Bangalore,Old,Swiggy,Paytm,12,0,Thursday,2026-01-22
40884,2026-01-11 17:21:30,159.32,Delhi,New,Grocery,GPay,17,1,Sunday,2026-01-11
60767,2026-01-18 15:03:00,298.04,Chennai,Old,Amazon,PhonePe,15,0,Sunday,2026-01-18
84956,2026-01-27 00:37:30,271.97,Coimbatore,Old,Petrol,PhonePe,0,1,Tuesday,2026-01-27
22751,2026-01-05 10:15:00,11.48,Hyderabad,Old,BillPay,GPay,10,0,Monday,2026-01-05
46507,2026-01-13 16:13:00,163.52,Hyderabad,New,Petrol,GPay,16,1,Tuesday,2026-01-13
19938,2026-01-04 10:48:30,452.2,Mumbai,New,BillPay,PhonePe,10,1,Sunday,2026-01-04
28374,2026-01-07 09:06:30,1168.97,Delhi,Old,Swiggy,Paytm,9,0,Wednesday,2026-01-07
102221,2026-02-02 00:30:00,152.35,Mumbai,New,Amazon,GPay,0,1,Monday,2026-02-02
100730,2026-02-01 12:04:30,108.77,Mumbai,New,Grocery,PhonePe,12,1,Sunday,2026-02-01
22397,2026-01-05 07:18:00,366.64,Chennai,Old,Amazon,PhonePe,7,0,Monday,2026-01-05
104922,2026-02-02 23:00:30,192.39,Delhi,Old,Swiggy,GPay,23,0,Monday,2026-02-02
43802,2026-01-12 17:40:30,531.8,Bangalore,Old,BillPay,Paytm,17,0,Monday,2026-01-12
11231,2026-01-01 10:15:00,898.1,Delhi,Old,Petrol,GPay,10,0,Thursday,2026-01-01
30335,2026-01-08 01:27:00,646.48,Hyderabad,Old,Grocery,Paytm,1,1,Thursday,2026-01-08
88044,2026-01-28 02:21:30,635.34,Mumbai,Old,BillPay,GPay,2,1,Wednesday,2026-01-28
50351,2026-01-15 00:15:00,477.5,Bangalore,New,Grocery,Paytm,0,1,Thursday,2026-01-15
60863,2026-01-18 15:51:00,144.82,Mumbai,Old,Grocery,Paytm,15,0,Sunday,2026-01-18
75410,2026-01-23 17:04:30,1315.69,Delhi,Old,Swiggy,GPay,17,0,Friday,2026-01-23
108466,2026-02-04 04:32:30,435.44,Hyderabad,Old,Zomato,Paytm,4,1,Wednesday,2026-02-04
93943,2026-01-30 03:31:00,322.26,Coimbatore,Old,Petrol,GPay,3,1,Friday,2026-01-30
45641,2026-01-13 09:00:00,488.42,Bangalore,Old,BillPay,GPay,9,0,Tuesday,2026-01-13
86610,2026-01-27 14:24:30,512.64,Hyderabad,Old,Amazon,Paytm,14,0,Tuesday,2026-01-27
11046,2026-01-01 08:42:30,382.7,Chennai,Old,BillPay,Paytm,8,0,Thursday,2026-01-01
107796,2026-02-03 22:57:30,239.38,Coimbatore,Old,Zomato,GPay,22,0,Tuesday,2026-02-03
15938,2026-01-03 01:28:30,95.34,Delhi,Old,Swiggy,GPay,1,1,Saturday,2026-01-03
67688,2026-01-21 00:43:30,296.06,Hyderabad,Old,Zomato,Paytm,0,1,Wednesday,2026-01-21
17896,2026-01-03 17:47:30,755.57,Coimbatore,Old,Amazon,PhonePe,17,0,Saturday,2026-01-03
97485,2026-01-31 09:02:00,506.84,Coimbatore,Old,Petrol,Paytm,9,0,Saturday,2026-01-31
27571,2026-01-07 02:25:00,1047.93,Bangalore,Old,BillPay,Paytm,2,1,Wednesday,2026-01-07
63065,2026-01-19 10:12:00,353.86,Delhi,New,Amazon,PhonePe,10,1,Monday,2026-01-19
21142,2026-01-04 20:50:30,1138.75,Hyderabad,Old,Petrol,PhonePe,20,0,Sunday,2026-01-04
106937,2026-02-03 15:48:00,921.33,Coimbatore,Old,Swiggy,GPay,15,0,Tuesday,2026-02-03
60491,2026-01-18 12:45:00,71.03,Mumbai,New,Petrol,Paytm,12,1,Sunday,2026-01-18
43223,2026-01-12 12:51:00,99.26,Bangalore,Old,BillPay,PhonePe,12,0,Monday,2026-01-12
92507,2026-01-29 15:33:00,875.72,Delhi,Old,Grocery,GPay,15,0,Thursday,2026-01-29
46297,2026-01-13 14:28:00,159.92,Hyderabad,New,Petrol,PhonePe,14,1,Tuesday,2026-01-13
77925,2026-01-24 14:02:00,311.26,Bangalore,New,Swiggy,PhonePe,14,1,Saturday,2026-01-24
104405,2026-02-02 18:42:00,497.6,Delhi,Old,Grocery,Paytm,18,0,Monday,2026-02-02
94993,2026-01-30 12:16:00,100.5,Coimbatore,New,Zomato,GPay,12,1,Friday,2026-01-30
72123,2026-01-22 13:41:00,784.62,Bangalore,Old,Zomato,GPay,13,0,Thursday,2026-01-22
75744,2026-01-23 19:51:30,148.19,Chennai,New,BillPay,PhonePe,19,1,Friday,2026-01-23
50247,2026-01-14 23:23:00,159.09,Delhi,Old,BillPay,Paytm,23,0,Wednesday,2026-01-14
26362,2026-01-06 16:20:30,120.71,Delhi,New,Petrol,PhonePe,16,1,Tuesday,2026-01-06
65939,2026-01-20 10:09:00,108.23,Hyderabad,Old,BillPay,Paytm,10,0,Tuesday,2026-01-20
38675,2026-01-10 22:57:00,1700.85,Hyderabad,New,Grocery,Paytm,22,0,Saturday,2026-01-10
33958,2026-01-09 07:38:30,82.37,Mumbai,Old,BillPay,Paytm,7,0,Friday,2026-01-09
17859,2026-01-03 17:29:00,58.64,Bangalore,New,Swiggy,Paytm,17,1,Saturday,2026-01-03
104213,2026-02-02 17:06:00,105.13,Coimbatore,Old,Zomato,GPay,17,0,Monday,2026-02-02
73352,2026-01-22 23:55:30,664.3,Coimbatore,Old,Petrol,GPay,23,0,Thursday,2026-01-22
60199,2026-01-18 10:19:00,476.31,Bangalore,Old,BillPay,GPay,10,0,Sunday,2026-01-18
65239,2026-01-20 04:19:00,512.0,Bangalore,Old,Zomato,GPay,4,1,Tuesday,2026-01-20
108341,2026-02-04 03:30:00,403.02,Hyderabad,New,Zomato,PhonePe,3,1,Wednesday,2026-02-04
23706,2026-01-05 18:12:30,46.62,Mumbai,Old,Zomato,Paytm,18,0,Monday,2026-01-05
23580,2026-01-05 17:09:30,446.08,Mumbai,Old,Swiggy,PhonePe,17,0,Monday,2026-01-05
44571,2026-01-13 00:05:00,974.57,Mumbai,Old,Swiggy,Paytm,0,1,Tuesday,2026-01-13
103622,2026-02-02 12:10:30,855.96,Chennai,Old,Swiggy,PhonePe,12,0,Monday,2026-02-02
12105,2026-01-01 17:32:00,630.52,Delhi,Old,Grocery,GPay,17,0,Thursday,2026-01-01
84361,2026-01-26 19:40:00,555.69,Bangalore,Old,BillPay,Paytm,19,0,Monday,2026-01-26
95889,2026-01-30 19:44:00,662.39,Mumbai,Old,Swiggy,PhonePe,19,0,Friday,2026-01-30
109907,2026-02-04 16:33:00,233.3,Mumbai,Old,Swiggy,Paytm,16,0,Wednesday,2026-02-04
66430,2026-01-20 14:14:30,34.32,Bangalore,Old,Zomato,PhonePe,14,0,Tuesday,2026-01-20
96503,2026-01-31 00:51:00,1016.31,Coimbatore,Old,Grocery,Paytm,0,1,Saturday,2026-01-31
22470,2026-01-05 07:54:30,371.95,Hyderabad,New,Zomato,GPay,7,1,Monday,2026-01-05
24779,2026-01-06 03:09:00,261.34,Delhi,Old,Grocery,PhonePe,3,1,Tuesday,2026-01-06
37544,2026-01-10 13:31:30,296.22,Hyderabad,Old,Amazon,Paytm,13,0,Saturday,2026-01-10
107977,2026-02-04 00:28:00,86.09,Coimbatore,Old,Zomato,Paytm,0,1,Wednesday,2026-02-04
56123,2026-01-17 00:21:00,1030.96,Hyderabad,Old,Petrol,GPay,0,1,Saturday,2026-01-17
59369,2026-01-18 03:24:00,93.18,Chennai,New,Amazon,PhonePe,3,1,Sunday,2026-01-18
11333,2026-01-01 11:06:00,103.74,Coimbatore,Old,Zomato,GPay,11,0,Thursday,2026-01-01
12361,2026-01-01 19:40:00,4.71,Coimbatore,Old,Zomato,PhonePe,19,0,Thursday,2026-01-01
92418,2026-01-29 14:48:30,649.75,Coimbatore,Old,Grocery,Paytm,14,0,Thursday,2026-01-29
55149,2026-01-16 16:14:00,349.09,Chennai,Old,Zomato,GPay,16,0,Friday,2026-01-16
17842,2026-01-03 17:20:30,231.58,Mumbai,Old,Zomato,Paytm,17,0,Saturday,2026-01-03
96291,2026-01-30 23:05:00,150.98,Coimbatore,Old,Amazon,PhonePe,23,0,Friday,2026-01-30
46035,2026-01-13 12:17:00,107.1,Mumbai,New,BillPay,GPay,12,1,Tuesday,2026-01-13
28146,2026-01-07 07:12:30,187.12,Hyderabad,Old,Amazon,GPay,7,0,Wednesday,2026-01-07
80746,2026-01-25 13:32:30,287.25,Mumbai,Old,Amazon,PhonePe,13,0,Sunday,2026-01-25
88804,2026-01-28 08:41:30,18.4,Delhi,Old,Amazon,Paytm,8,0,Wednesday,2026-01-28
104236,2026-02-02 17:17:30,53.16,Hyderabad,New,BillPay,PhonePe,17,1,Monday,2026-02-02
62491,2026-01-19 05:25:00,989.74,Chennai,Old,BillPay,Paytm,5,0,Monday,2026-01-19
98895,2026-01-31 20:47:00,580.3,Hyderabad,Old,Petrol,GPay,20,0,Saturday,2026-01-31
69269,2026-01-21 13:54:00,101.61,Delhi,Old,Swiggy,PhonePe,13,0,Wednesday,2026-01-21
29663,2026-01-07 19:51:00,1.35,Coimbatore,Old,BillPay,GPay,19,0,Wednesday,2026-01-07
59826,2026-01-18 07:12:30,423.92,Chennai,New,Amazon,GPay,7,1,Sunday,2026-01-18
11323,2026-01-01 11:01:00,821.61,Mumbai,Old,Petrol,GPay,11,0,Thursday,2026-01-01
47624,2026-01-14 01:31:30,715.54,Mumbai,Old,Amazon,GPay,1,1,Wednesday,2026-01-14
30087,2026-01-07 23:23:00,93.73,Coimbatore,Old,Amazon,PhonePe,23,0,Wednesday,2026-01-07
98366,2026-01-31 16:22:30,348.88,Hyderabad,New,BillPay,PhonePe,16,1,Saturday,2026-01-31
102896,2026-02-02 06:07:30,41.58,Delhi,Old,Zomato,Paytm,6,0,Monday,2026-02-02
